Protein.IDs	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3
ENSG00000078967	23.2525297345765	23.1677550130352	23.2035917583852	23.483945640419	22.9492232868325	22.9991384536873	22.3494345830479	21.5895743462373	24.0441853068863	23.618853261242	24.2819950943298	24.0810718324391	22.5217154459051	23.4641348925917	23.0939558696076	23.3147890026898
ENSG00000109332	23.2525297345765	23.1677550130352	23.2035917583852	23.483945640419	22.9492232868325	22.9991384536873	22.3494345830479	21.5895743462373	24.0441853068863	23.618853261242	24.2819950943298	24.0810718324391	22.5217154459051	23.4641348925917	23.0939558696076	23.3147890026898
ENSG00000131508	23.2525297345765	23.1677550130352	23.2035917583852	23.483945640419	22.9492232868325	22.9991384536873	22.3494345830479	21.5895743462373	24.0441853068863	23.618853261242	24.2819950943298	24.0810718324391	22.5217154459051	23.4641348925917	23.0939558696076	23.3147890026898
ENSG00000130725	23.1011729362411	23.1378992171952	23.3782218166104	23.2256305102709	22.6956386613203	21.9731269751715	23.0423493920794	22.4843882678874	22.712466546554	22.7353742212472	22.6957660816143	22.796497541614	23.0155647808547	22.5594088343682	22.4020794045014	22.7635673808184
ENSG00000078140	22.1340176364587	22.3107736292848	22.5741315248868	22.7549103310873	21.8757898402725	21.7092302480374	22.0876738991071	21.5785145861543	22.7995243209359	22.0668407488004	22.952994994209	22.7051218937394	22.5399047196718	22.0784518417402	22.2493646447863	22.6857719650006
ENSG00000102069	24.1939265533088	23.8250278626251	23.8186063607434	23.6595979024234	23.6873107486696	23.6362192445645	23.1148327471081	23.2790925000942	24.1307697531371	23.7315883509499	24.2420541155744	24.1195737905208	23.4169953964944	23.1680458805151	22.9665413599924	23.183423973132
ENSG00000177889	24.1939265533088	23.8250278626251	23.8186063607434	23.6595979024234	23.6873107486696	23.6362192445645	23.1148327471081	23.2790925000942	24.1307697531371	23.7315883509499	24.2420541155744	24.1195737905208	23.4169953964944	23.1680458805151	22.9665413599924	23.183423973132
ENSG00000119396	24.6412451956584	24.668660393784	24.8727218422354	24.7418059999149	24.3429270176381	24.2949499365161	24.3401445769667	24.3619876668038	24.3444855526263	24.2672804796446	24.2339607403177	24.0852928528432	24.1934754291522	23.9819831974543	24.0439350923967	24.0800959944846
ENSG00000106526	25.5746743625576	25.4334535116167	25.4965868451426	25.4033738236055	25.3520509714323	25.367930324809	25.048473902642	24.5339185475713	25.8661086595834	25.5906653951424	25.7010494133129	25.6309258602236	25.4328484678312	25.0621288363209	24.9326952347785	25.2772842781083
ENSG00000115091	25.5746743625576	25.4334535116167	25.4965868451426	25.4033738236055	25.3520509714323	25.367930324809	25.048473902642	24.5339185475713	25.8661086595834	25.5906653951424	25.7010494133129	25.6309258602236	25.4328484678312	25.0621288363209	24.9326952347785	25.2772842781083
